Ad Account ID,Ad Account Name,Inicio del informe,Fin del informe,Nombre de la campaña,Alcance,Impresiones,Comentarios de la publicación,Conversaciones con mensajes iniciadas,Clics (todos),Búsquedas,Visitas a la página de destino,Visualizaciones de contenido,Artículos agregados al carrito,Pagos iniciados,Compras,Valor de conversión de compras,Importe gastado (ARS)
"2,73E+19",Meta Ads,7/5/21,7/5/21, Conversiones,1053,1836,,,23,1,4,29,5,2,1,2.378,345
"2,73E+19",Meta Ads,7/5/21,7/5/21, Msjs,396,561,,,12,,,,,,,,196
"2,73E+19",Meta Ads,8/5/21,8/5/21,<OFF>  Tráfico <Performance Big Data>,9272,9488,,,362,,130,55,3,,1,1.062,559
"2,73E+19",Meta Ads,8/5/21,8/5/21, Conversiones,1123,2161,,,44,1,11,31,10,3,1,4.647,426
"2,73E+19",Meta Ads,8/5/21,8/5/21, Msjs,365,509,,,5,,,,,,,,210
"2,73E+19",Meta Ads,9/5/21,9/5/21,<OFF>  Tráfico <Performance Big Data>,11106,11481,,,473,8,187,127,3,1,,,614
"2,73E+19",Meta Ads,9/5/21,9/5/21, Conversiones,1224,2391,,,65,,22,53,10,2,1,3.611,440
"2,73E+19",Meta Ads,9/5/21,9/5/21, Msjs,379,560,,,11,,,,,,,,203
"2,73E+19",Meta Ads,10/5/21,10/5/21,<OFF>  Tráfico <Performance Big Data>,6958,7222,,,265,4,119,75,7,2,,,507
"2,73E+19",Meta Ads,10/5/21,10/5/21, Conversiones,840,1497,,,40,5,8,34,10,8,2,12.268,425
"2,73E+19",Meta Ads,10/5/21,10/5/21, Msjs,252,364,,,11,,,,,,,,209
"2,73E+19",Meta Ads,11/5/21,11/5/21,<OFF>  Tráfico <Performance Big Data>,6317,6380,,,247,3,102,61,3,1,,,442
"2,73E+19",Meta Ads,11/5/21,11/5/21, Conversiones,871,1609,,,35,1,8,23,13,5,1,11.432,430
"2,73E+19",Meta Ads,11/5/21,11/5/21, Msjs,257,357,,,5,,,,,,,,218
"2,73E+19",Meta Ads,12/5/21,12/5/21,<OFF>  HotSale,696,880,,,21,,2,4,,,,,523
"2,73E+19",Meta Ads,12/5/21,12/5/21,<OFF>  Tráfico <Performance Big Data>,7004,7221,,,272,1,94,76,14,3,1,13.920,518
"2,73E+19",Meta Ads,12/5/21,12/5/21, Conversiones,853,1409,,,37,,12,22,4,3,1,4.706,423
"2,73E+19",Meta Ads,12/5/21,12/5/21, Msjs,254,378,,,11,,,,,,,,210
"2,73E+19",Meta Ads,13/5/21,13/5/21,<OFF>  HotSale,1100,2275,,,70,2,18,32,4,2,,,1.093
"2,73E+19",Meta Ads,13/5/21,13/5/21,<OFF>  Tráfico <Performance Big Data>,11265,11311,,,325,5,112,74,2,,,,549
"2,73E+19",Meta Ads,13/5/21,13/5/21, Conversiones,1159,1858,,,34,1,7,30,5,5,,,440
"2,73E+19",Meta Ads,13/5/21,13/5/21, Msjs,303,417,,,11,,1,,,,,,223
"2,73E+19",Meta Ads,14/5/21,14/5/21,<OFF>  HotSale,1085,2151,,,43,2,8,20,10,2,1,9.160,1.010
"2,73E+19",Meta Ads,14/5/21,14/5/21,<OFF>  Tráfico <Performance Big Data>,8394,8780,,,307,3,112,91,1,,,,451
"2,73E+19",Meta Ads,14/5/21,14/5/21, Conversiones,1126,1789,1,,28,,7,12,2,,,,403
"2,73E+19",Meta Ads,14/5/21,14/5/21, Msjs,304,405,,,7,,,,,,,,209
"2,73E+19",Meta Ads,15/5/21,15/5/21,<OFF>  HotSale,1134,1765,1,,37,,14,18,4,2,1,2.662,693
"2,73E+19",Meta Ads,15/5/21,15/5/21,<OFF>  Tráfico <Performance Big Data>,5488,5639,,,162,,55,49,3,1,,,286
"2,73E+19",Meta Ads,15/5/21,15/5/21, Conversiones,820,1060,,,16,,5,12,,,,,210
"2,73E+19",Meta Ads,15/5/21,15/5/21, Msjs,180,206,,,2,,,,,,,,87
"2,73E+19",Meta Ads,16/5/21,16/5/21,<OFF>  HotSale,1560,3584,,,54,4,16,33,8,,,,1.588
"2,73E+19",Meta Ads,16/5/21,16/5/21,<OFF>  Tráfico <Performance Big Data>,13800,14068,,,446,1,204,116,,,,,652
"2,73E+19",Meta Ads,16/5/21,16/5/21, Conversiones,1272,2174,,,47,1,13,18,,,1,4.267,484
"2,73E+19",Meta Ads,16/5/21,16/5/21, Msjs,305,415,,,7,,,,,,,,206
"2,73E+19",Meta Ads,17/5/21,17/5/21,<OFF>  Tráfico <Performance Big Data>,12724,12817,,,370,3,165,111,1,,,,481
"2,73E+19",Meta Ads,17/5/21,17/5/21, Conversiones,1203,2241,,,37,3,10,25,4,3,2,5.383,458
"2,73E+19",Meta Ads,17/5/21,17/5/21, Msjs,319,457,,,6,,,,,,,,197
"2,73E+19",Meta Ads,17/5/21,17/5/21,<OFF>  HotSale,0,0,,,0,6,,12,,,,,0
"2,73E+19",Meta Ads,18/5/21,18/5/21, Conversiones,1295,2485,,,54,2,9,45,8,2,,,483
"2,73E+19",Meta Ads,18/5/21,18/5/21,<OFF>  Tráfico <Performance Big Data>,9752,10034,,,310,5,124,76,5,3,2,5.152,467
"2,73E+19",Meta Ads,18/5/21,18/5/21, Msjs,394,586,1,,10,,,,,,,,217
"2,73E+19",Meta Ads,18/5/21,18/5/21,<OFF>  HotSale,0,0,,,0,1,,7,3,3,1,2.290,0
"2,73E+19",Meta Ads,19/5/21,19/5/21,<OFF>  Tráfico <Performance Big Data>,11368,11717,,,354,3,158,66,,,,,537
"2,73E+19",Meta Ads,19/5/21,19/5/21, Conversiones,1209,2209,,,37,2,16,42,3,2,,,456
"2,73E+19",Meta Ads,19/5/21,19/5/21, Msjs,458,666,,,8,,,,,,,,220
"2,73E+19",Meta Ads,19/5/21,19/5/21,<OFF>  HotSale,0,0,,,0,1,,18,,,,,0
"2,73E+19",Meta Ads,20/5/21,20/5/21, Conversiones,1378,2609,,,44,2,14,32,9,5,1,8.078,488
"2,73E+19",Meta Ads,20/5/21,20/5/21,<OFF>  Tráfico <Performance Big Data>,11427,11427,,,328,1,125,74,2,,,,471
"2,73E+19",Meta Ads,20/5/21,20/5/21, Msjs,439,660,,,9,,,,,,,,216
"2,73E+19",Meta Ads,21/5/21,21/5/21,<OFF>  Tráfico <Performance Big Data>,10256,10317,,,293,,115,93,4,1,,,491
"2,73E+19",Meta Ads,21/5/21,21/5/21, Conversiones,1371,2617,,,52,9,11,32,5,3,,,485
"2,73E+19",Meta Ads,21/5/21,21/5/21, Msjs,493,757,,,13,,,,,,,,208
"2,73E+19",Meta Ads,21/5/21,21/5/21,<OFF>  HotSale,0,0,,,0,,,1,,,,,0
"2,73E+19",Meta Ads,22/5/21,22/5/21,<OFF>  Tráfico <Performance Big Data>,11221,11221,,,335,,145,97,,,,,471
"2,73E+19",Meta Ads,22/5/21,22/5/21, Conversiones,1360,2583,,,59,2,16,56,11,10,2,20.243,450
"2,73E+19",Meta Ads,22/5/21,22/5/21, Msjs,443,704,,,8,,,,,,,,208
"2,73E+19",Meta Ads,23/5/21,23/5/21, Conversiones,1706,2927,,,60,3,15,29,1,1,1,3.150,502
"2,73E+19",Meta Ads,23/5/21,23/5/21,<OFF>  Tráfico <Performance Big Data>,11228,11346,,,374,5,150,98,5,1,,,494
"2,73E+19",Meta Ads,23/5/21,23/5/21, Msjs,426,607,,,14,,,,,,,,180
"2,73E+19",Meta Ads,24/5/21,24/5/21,<OFF>  Tráfico <Performance Big Data>,12607,12915,,,410,3,135,122,5,2,1,4.644,522
"2,73E+19",Meta Ads,24/5/21,24/5/21, Conversiones,964,1783,,,48,6,8,42,2,1,,,324
"2,73E+19",Meta Ads,24/5/21,24/5/21, Msjs,501,687,,,8,,,,,,,,207
"2,73E+19",Meta Ads,25/5/21,25/5/21,<OFF>  Tráfico <Performance Big Data>,14928,15007,,,393,,133,116,3,1,,,504
"2,73E+19",Meta Ads,25/5/21,25/5/21, Conversiones,1099,1949,,,32,,7,42,4,1,,,300
"2,73E+19",Meta Ads,25/5/21,25/5/21, Msjs,503,737,,,5,,,,,,,,204
"2,73E+19",Meta Ads,26/5/21,26/5/21,<OFF>  Tráfico <Performance Big Data>,11776,12029,,,356,18,130,111,10,6,2,7.742,488
"2,73E+19",Meta Ads,26/5/21,26/5/21, Conversiones,1136,1941,,,34,5,11,42,6,2,1,6.453,307
"2,73E+19",Meta Ads,26/5/21,26/5/21, Msjs,462,647,,,1,,,,,,,,202
"2,73E+19",Meta Ads,27/5/21,27/5/21,<OFF>  Tráfico <Performance Big Data>,12446,12915,,,369,2,137,111,14,1,,,567
"2,73E+19",Meta Ads,27/5/21,27/5/21, Conversiones,908,1588,1,,31,,5,31,,,,,326
"2,73E+19",Meta Ads,27/5/21,27/5/21, Msjs,463,620,,,6,,,,,,,,210
"2,73E+19",Meta Ads,28/5/21,28/5/21,<OFF>  Tráfico <Performance Big Data>,11580,11669,,,297,3,111,83,5,1,1,4.083,486
"2,73E+19",Meta Ads,28/5/21,28/5/21, Conversiones,948,1643,,,43,3,15,33,3,1,1,3.936,311
"2,73E+19",Meta Ads,28/5/21,28/5/21, Msjs,340,424,,,1,,,,,,,,134
"2,73E+19",Meta Ads,29/5/21,29/5/21,<OFF>  Tráfico <Performance Big Data>,12528,13280,,,438,1,168,102,8,1,1,5.988,613
"2,73E+19",Meta Ads,29/5/21,29/5/21, Conversiones,908,1528,,,19,2,5,15,5,1,,,318
"2,73E+19",Meta Ads,30/5/21,30/5/21,<OFF>  Tráfico <Performance Big Data>,15439,15439,,,466,8,186,134,15,2,,,624
"2,73E+19",Meta Ads,30/5/21,30/5/21, Conversiones,1042,1753,,,36,,13,65,21,6,2,8.598,313
"2,73E+19",Meta Ads,31/5/21,31/5/21,<OFF>  Tráfico <Performance Big Data>,14240,14453,,,429,1,165,129,6,6,1,7.794,576
"2,73E+19",Meta Ads,31/5/21,31/5/21, Conversiones,995,1640,,,35,,8,39,8,3,1,5.396,327
"2,73E+19",Meta Ads,1/6/21,1/6/21,<OFF>  Tráfico <Performance Big Data>,16104,16966,,,532,1,192,95,9,3,1,621,593
"2,73E+19",Meta Ads,1/6/21,1/6/21, Conversiones,1064,1782,,,38,1,8,34,5,1,2,14.176,297
"2,73E+19",Meta Ads,2/6/21,2/6/21,<OFF>  Tráfico <Performance Big Data>,12592,12662,,,342,5,127,79,11,,1,15.441,518
"2,73E+19",Meta Ads,2/6/21,2/6/21, Msjs,564,830,,,19,,,,,,,,329
"2,73E+19",Meta Ads,2/6/21,2/6/21, Conversiones,1106,1825,1,,27,,8,45,17,4,2,18.536,315
"2,73E+19",Meta Ads,3/6/21,3/6/21,<OFF>  Tráfico <Performance Big Data>,12230,12575,,,353,4,133,78,3,1,,,526
"2,73E+19",Meta Ads,3/6/21,3/6/21, Msjs,628,971,,,17,,,,,,,,335
"2,73E+19",Meta Ads,3/6/21,3/6/21, Conversiones,996,1730,,,31,,9,28,1,,1,7.780,314
"2,73E+19",Meta Ads,4/6/21,4/6/21,<OFF>  Tráfico <Performance Big Data>,13489,13752,,,364,4,136,109,8,1,1,4.814,526
"2,73E+19",Meta Ads,4/6/21,4/6/21, Msjs,555,826,1,,9,,,,,,,,321
"2,73E+19",Meta Ads,4/6/21,4/6/21, Conversiones,1002,1699,,,27,4,8,60,5,4,1,3.895,320
"2,73E+19",Meta Ads,5/6/21,5/6/21,<OFF>  Tráfico <Performance Big Data>,13399,13399,,,395,6,153,95,6,1,,,545
"2,73E+19",Meta Ads,5/6/21,5/6/21, Conversiones,954,1629,,,40,3,13,30,6,6,2,3.894,313
"2,73E+19",Meta Ads,6/6/21,6/6/21,<OFF>  Tráfico <Performance Big Data>,11031,11209,,,391,7,129,81,7,2,,,578
"2,73E+19",Meta Ads,6/6/21,6/6/21, Conversiones,1111,1703,,,52,5,17,51,15,8,5,20.519,344
"2,73E+19",Meta Ads,7/6/21,7/6/21,<OFF>  Tráfico <Performance Big Data>,11696,11945,,,342,19,107,66,4,3,1,3.132,506
"2,73E+19",Meta Ads,7/6/21,7/6/21, Msjs,544,844,,,8,,,,,,,,336
"2,73E+19",Meta Ads,7/6/21,7/6/21, Conversiones,1060,1766,,,40,5,6,56,12,3,,,301
"2,73E+19",Meta Ads,8/6/21,8/6/21,<OFF>  Tráfico <Performance Big Data>,13125,13566,,,327,1,123,61,,,,,562
"2,73E+19",Meta Ads,8/6/21,8/6/21, Msjs,590,917,,,9,,1,,,,,,330
"2,73E+19",Meta Ads,8/6/21,8/6/21, Conversiones,961,1670,,,28,7,11,51,17,6,,,320
"2,73E+19",Meta Ads,9/6/21,9/6/21,<OFF>  Tráfico <Performance Big Data>,10407,10407,,,298,2,106,77,4,1,,,481
"2,73E+19",Meta Ads,9/6/21,9/6/21, Msjs,504,758,,,19,,,,,,,,341
"2,73E+19",Meta Ads,9/6/21,9/6/21, Conversiones,813,1375,,,29,7,10,67,26,4,1,4.160,308
"2,73E+19",Meta Ads,10/6/21,10/6/21,<OFF>  Tráfico <Performance Big Data>,13160,13444,,,398,5,158,67,2,1,,,587
"2,73E+19",Meta Ads,10/6/21,10/6/21, Conversiones,1149,1970,,,50,2,14,46,7,4,3,25.976,405
"2,73E+19",Meta Ads,10/6/21,10/6/21, Msjs,493,718,,,5,,,,,,,,333
"2,73E+19",Meta Ads,11/6/21,11/6/21,<OFF>  Tráfico <Performance Big Data>,10740,10963,1,,327,3,91,79,16,1,,,587
"2,73E+19",Meta Ads,11/6/21,11/6/21, Conversiones,1052,1703,,,30,1,6,28,3,2,,,338
"2,73E+19",Meta Ads,11/6/21,11/6/21, Msjs,529,799,,,6,,,,,,,,321
"2,73E+19",Meta Ads,12/6/21,12/6/21,<OFF>  Tráfico <Performance Big Data>,18080,18524,,,532,3,214,110,1,,,,921
"2,73E+19",Meta Ads,12/6/21,12/6/21, Conversiones,1428,2450,,,47,1,17,35,2,2,1,3.085,451
"2,73E+19",Meta Ads,13/6/21,13/6/21,<OFF>  Tráfico <Performance Big Data>,23552,24094,,,735,8,282,143,1,,,,1.077
"2,73E+19",Meta Ads,13/6/21,13/6/21, Conversiones,1343,2424,,,35,,13,32,3,1,,,448
"2,73E+19",Meta Ads,14/6/21,14/6/21,<OFF>  Tráfico <Performance Big Data>,19024,19768,,,542,4,209,110,6,2,1,2.339,831
"2,73E+19",Meta Ads,14/6/21,14/6/21, Conversiones,1300,2332,,,51,4,12,59,10,8,4,34.191,442
"2,73E+19",Meta Ads,14/6/21,14/6/21, Msjs,549,852,,,9,,,,,,,,422
"2,73E+19",Meta Ads,15/6/21,15/6/21,<OFF>  Tráfico <Performance Big Data>,16112,16561,,,472,3,156,88,7,4,,,905
"2,73E+19",Meta Ads,15/6/21,15/6/21, Msjs,596,938,,,7,,,,,,,,441
"2,73E+19",Meta Ads,15/6/21,15/6/21, Conversiones,1228,2232,,,35,,10,15,3,1,1,5.978,427
"2,73E+19",Meta Ads,16/6/21,16/6/21,<OFF>  Tráfico <Performance Big Data>,19184,19590,,,537,,175,98,2,2,2,8.278,1.138
"2,73E+19",Meta Ads,16/6/21,16/6/21, Conversiones,1683,3203,,,66,2,21,46,4,1,,,655
"2,73E+19",Meta Ads,16/6/21,16/6/21, Msjs,566,883,,,11,,,,,,,,441
"2,73E+19",Meta Ads,17/6/21,17/6/21,<OFF>  Tráfico <Performance Big Data>,6864,6964,,,218,,79,51,1,,,,464
"2,73E+19",Meta Ads,17/6/21,17/6/21, Conversiones,974,1294,,,32,2,7,43,13,4,,,235
"2,73E+19",Meta Ads,18/6/21,18/6/21,<OFF>  Tráfico <Performance Big Data>,19084,20056,,,629,4,234,161,8,3,2,27.280,1.414
"2,73E+19",Meta Ads,18/6/21,18/6/21, Conversiones,1681,3242,,,45,1,20,59,9,2,1,7.639,740
"2,73E+19",Meta Ads,18/6/21,18/6/21, Msjs,552,839,,,7,,,,,,,,436
"2,73E+19",Meta Ads,19/6/21,19/6/21,<OFF>  Tráfico <Performance Big Data>,18096,18959,,,586,11,200,151,5,2,,,1.121
"2,73E+19",Meta Ads,19/6/21,19/6/21, Conversiones,1675,3231,,,58,3,11,15,2,2,,,751
"2,73E+19",Meta Ads,20/6/21,20/6/21,<OFF>  Tráfico <Performance Big Data>,16304,16942,,,378,1,133,105,1,,,,785
"2,73E+19",Meta Ads,20/6/21,20/6/21, Conversiones,1495,2547,,,41,3,14,44,7,1,,,464
"2,73E+19",Meta Ads,21/6/21,21/6/21,<OFF>  Tráfico <Performance Big Data>,16568,17094,,,534,2,209,164,4,,,,943
"2,73E+19",Meta Ads,21/6/21,21/6/21, Conversiones,1806,3069,,,46,8,19,56,10,8,2,25.322,488
"2,73E+19",Meta Ads,21/6/21,21/6/21, Msjs,592,855,,,9,,,,,,,,408
"2,73E+19",Meta Ads,22/6/21,22/6/21,<OFF>  Tráfico <Performance Big Data>,12273,12804,1,,389,2,138,133,7,2,,,814
"2,73E+19",Meta Ads,22/6/21,22/6/21, Conversiones,1542,2353,,,31,1,12,40,10,8,3,13.124,416
"2,73E+19",Meta Ads,22/6/21,22/6/21, Msjs,49,53,,,3,,,,,,,,27
"2,73E+19",Meta Ads,23/6/21,23/6/21,<OFF>  Tráfico <Performance Big Data>,19596,20958,,,626,3,249,189,6,2,1,2.637,1.261
"2,73E+19",Meta Ads,23/6/21,23/6/21, Conversiones,1784,3557,,,49,3,17,38,2,3,1,3.400,737
"2,73E+19",Meta Ads,23/6/21,23/6/21, Msjs,628,961,,,9,,,,,,,,466
"2,73E+19",Meta Ads,24/6/21,24/6/21,<OFF>  Tráfico <Performance Big Data>,21633,22543,,,655,6,250,217,12,3,,,1.339
"2,73E+19",Meta Ads,24/6/21,24/6/21, Conversiones,1697,3371,,,45,5,16,43,6,3,1,3.680,734
"2,73E+19",Meta Ads,24/6/21,24/6/21, Msjs,632,1010,,,11,,,,,,,,446
"2,73E+19",Meta Ads,25/6/21,25/6/21,<OFF>  Tráfico <Performance Big Data>,13892,14075,1,,375,3,140,126,6,1,,,1.024
"2,73E+19",Meta Ads,25/6/21,25/6/21, Conversiones,1491,2424,,,38,2,9,30,2,,,,583
"2,73E+19",Meta Ads,25/6/21,25/6/21, Msjs,375,462,,,8,,,,,,,,191
"2,73E+19",Meta Ads,26/6/21,26/6/21,<OFF>  Tráfico <Performance Big Data>,23464,24593,,,587,1,197,179,4,,,,1.246
"2,73E+19",Meta Ads,26/6/21,26/6/21, Conversiones,1895,3493,,,56,3,13,28,2,,,,760
"2,73E+19",Meta Ads,27/6/21,27/6/21,<OFF>  Tráfico <Performance Big Data>,27944,29426,,,895,14,366,294,5,1,1,8.841,1.671
"2,73E+19",Meta Ads,27/6/21,27/6/21, Conversiones,1796,3463,,,65,1,22,46,21,2,2,13.334,755
"2,73E+19",Meta Ads,28/6/21,28/6/21,<OFF>  Tráfico <Performance Big Data>,23840,25254,,,732,11,261,180,20,3,1,4.461,1.450
"2,73E+19",Meta Ads,28/6/21,28/6/21, Conversiones,1790,3486,,,39,,10,23,7,3,2,12.087,701
"2,73E+19",Meta Ads,28/6/21,28/6/21, Msjs,672,1135,,,12,,,,,,,,464
"2,73E+19",Meta Ads,29/6/21,29/6/21,<OFF>  Tráfico <Performance Big Data>,16273,16948,,,390,2,171,110,5,2,1,2.971,932
"2,73E+19",Meta Ads,29/6/21,29/6/21, Conversiones,1510,2753,,,26,,7,13,2,1,,,601
"2,73E+19",Meta Ads,29/6/21,29/6/21, Msjs,674,1033,,,15,,1,,,,,,456
"2,73E+19",Meta Ads,30/6/21,30/6/21,<OFF>  Tráfico <Performance Big Data>,21100,22104,,,589,13,238,191,21,4,1,5.252,1.450
"2,73E+19",Meta Ads,30/6/21,30/6/21, Conversiones,1819,3624,1,,69,2,16,36,7,2,1,6.646,939
"2,73E+19",Meta Ads,30/6/21,30/6/21, Msjs,641,982,,,8,,,,,,,,470
"2,73E+19",Meta Ads,1/7/21,1/7/21,<OFF>  Tráfico <Performance Big Data>,27280,28420,,,746,9,299,188,4,,,,1.426
"2,73E+19",Meta Ads,1/7/21,1/7/21, Conversiones,2169,4648,2,,208,5,56,90,4,2,,,1.325
"2,73E+19",Meta Ads,1/7/21,1/7/21, Msjs,643,1032,,,10,,,,,,,,472
"2,73E+19",Meta Ads,2/7/21,2/7/21, Conversiones,2295,4988,,,124,,28,42,2,1,,,1.311
"2,73E+19",Meta Ads,2/7/21,2/7/21,<OFF>  Tráfico <Performance Big Data>,23626,25680,,,608,4,227,137,3,2,,,1.308
"2,73E+19",Meta Ads,2/7/21,2/7/21, Msjs,605,924,,,8,,1,,,,,,484
"2,73E+19",Meta Ads,3/7/21,3/7/21,<OFF>  Tráfico <Performance Big Data>,27248,28447,1,,741,1,308,192,4,1,1,3.340,1.473
"2,73E+19",Meta Ads,3/7/21,3/7/21, Conversiones,2239,4709,1,,125,2,29,53,4,2,2,8.104,1.298
"2,73E+19",Meta Ads,4/7/21,4/7/21,<OFF>  Tráfico <Performance Big Data>,34922,37534,1,,967,4,400,260,10,,,,1.601
"2,73E+19",Meta Ads,4/7/21,4/7/21, Conversiones,2358,5253,1,,115,,34,58,1,2,1,4.567,1.318
"2,73E+19",Meta Ads,5/7/21,5/7/21,<OFF>  Tráfico <Performance Big Data>,23241,23241,,,521,3,194,136,11,,,,1.006
"2,73E+19",Meta Ads,5/7/21,5/7/21, Conversiones,1891,3793,,,69,,18,40,1,1,1,3.954,907
"2,73E+19",Meta Ads,5/7/21,5/7/21, Msjs,647,982,,,14,,,,,,,,459
"2,73E+19",Meta Ads,6/7/21,6/7/21,<OFF>  Tráfico <Performance Big Data>,16064,16580,,,360,2,136,99,,,,,843
"2,73E+19",Meta Ads,6/7/21,6/7/21, Conversiones,1984,3184,,,82,3,19,25,8,3,1,6.352,725
"2,73E+19",Meta Ads,7/7/21,7/7/21,<OFF>  Tráfico <Performance Big Data>,26752,28770,,,640,6,259,166,3,4,3,11.370,1.506
"2,73E+19",Meta Ads,7/7/21,7/7/21, Conversiones,2259,5192,,,125,1,25,55,3,3,,,1.323
"2,73E+19",Meta Ads,7/7/21,7/7/21, Msjs,588,816,,,20,,,,,,,,438
"2,73E+19",Meta Ads,8/7/21,8/7/21,<OFF>  Tráfico <Performance Big Data>,23543,25691,,,638,5,256,138,,,,,1.424
"2,73E+19",Meta Ads,8/7/21,8/7/21, Conversiones,2064,4640,,,90,,25,62,10,,1,6.291,1.312
"2,73E+19",Meta Ads,8/7/21,8/7/21, Msjs,768,1144,,,22,,,,,,,,466
"2,73E+19",Meta Ads,9/7/21,9/7/21,<OFF>  Tráfico <Performance Big Data>,27192,28953,,,697,8,283,137,,,,,1.497
"2,73E+19",Meta Ads,9/7/21,9/7/21, Conversiones,2329,5183,,,90,3,31,57,7,1,,,1.325
"2,73E+19",Meta Ads,9/7/21,9/7/21, Msjs,796,1251,,,28,,,,,,,,429
"2,73E+19",Meta Ads,10/7/21,10/7/21,<OFF>  Tráfico <Performance Big Data>,30032,31257,,,749,3,290,171,3,1,,,1.772
"2,73E+19",Meta Ads,10/7/21,10/7/21, Conversiones,6430,7903,,,240,3,63,110,8,2,2,6.716,1.137
"2,73E+19",Meta Ads,10/7/21,10/7/21, Msjs,354,436,,,11,,,,,,,,136
"2,73E+19",Meta Ads,11/7/21,11/7/21,<OFF>  Tráfico <Performance Big Data>,39488,42181,,,1062,13,440,232,12,2,,,1.968
"2,73E+19",Meta Ads,11/7/21,11/7/21, Conversiones,12668,15458,,,617,11,176,333,20,5,1,4.566,1.571
"2,73E+19",Meta Ads,12/7/21,12/7/21,<OFF>  Tráfico <Performance Big Data>,28296,29328,,,710,11,302,146,6,1,1,14.047,1.542
"2,73E+19",Meta Ads,12/7/21,12/7/21, Conversiones,11904,14471,1,,501,5,139,215,27,9,6,30.092,1.318
"2,73E+19",Meta Ads,12/7/21,12/7/21, Msjs,725,1137,,,25,,,,,,,,422
"2,73E+19",Meta Ads,13/7/21,13/7/21, Conversiones,9808,11953,2,,465,11,116,220,14,3,1,3.860,1.201
"2,73E+19",Meta Ads,13/7/21,13/7/21,<OFF>  Tráfico <Performance Big Data>,9386,9643,,,277,,119,53,7,3,2,13.663,633
"2,73E+19",Meta Ads,13/7/21,13/7/21, Msjs,768,1218,,,9,,1,,,,,,438
"2,73E+19",Meta Ads,14/7/21,14/7/21, Conversiones,10138,12272,,,355,13,99,171,7,5,1,5.943,1.281
"2,73E+19",Meta Ads,14/7/21,14/7/21, Msjs,749,1187,,,20,,1,,,,,,448
"2,73E+19",Meta Ads,14/7/21,14/7/21,<OFF>  Tráfico <Performance Big Data>,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,15/7/21,15/7/21, Conversiones,8362,10411,1,,323,7,79,155,7,4,2,6.293,1.198
"2,73E+19",Meta Ads,15/7/21,15/7/21, Msjs,729,1119,,,20,,,,,,,,434
"2,73E+19",Meta Ads,15/7/21,15/7/21, TFCO - Performance julio 2021,3693,3804,,,125,2,49,32,,,,,358
"2,73E+19",Meta Ads,16/7/21,16/7/21, TFCO - Performance julio 2021,6858,7371,,,194,,84,43,,,,,876
"2,73E+19",Meta Ads,16/7/21,16/7/21, Conversiones,5778,6374,,,200,1,47,76,16,5,2,11.564,807
"2,73E+19",Meta Ads,16/7/21,16/7/21, Msjs,186,207,,,2,,,,,,,,68
"2,73E+19",Meta Ads,16/7/21,16/7/21,<OFF>  Tráfico <Performance Big Data>,0,0,,,0,5,,14,7,2,1,12.769,0
"2,73E+19",Meta Ads,17/7/21,17/7/21, Conversiones,8602,10239,,,380,6,92,175,13,5,,,1.400
"2,73E+19",Meta Ads,17/7/21,17/7/21, TFCO - Performance julio 2021,10624,11317,1,,331,,155,84,,,,,956
"2,73E+19",Meta Ads,17/7/21,17/7/21, Msjs,345,420,,,12,,1,,,,,,157
"2,73E+19",Meta Ads,17/7/21,17/7/21, VDA1,1553,1620,,,64,,27,23,1,,,,155
"2,73E+19",Meta Ads,18/7/21,18/7/21, Conversiones,10530,12984,2,,471,8,131,245,26,4,,,1.527
"2,73E+19",Meta Ads,18/7/21,18/7/21, TFCO - Performance julio 2021,14364,15347,,,431,3,188,80,,,,,1.145
"2,73E+19",Meta Ads,18/7/21,18/7/21, VDA1,9830,13394,,,447,,193,138,1,,,,975
"2,73E+19",Meta Ads,18/7/21,18/7/21,<OFF>  Tráfico <Performance Big Data>,0,0,,,0,,,2,,,,,0
"2,73E+19",Meta Ads,19/7/21,19/7/21, Conversiones,9379,11726,1,,304,7,85,131,2,1,2,15.101,1.264
"2,73E+19",Meta Ads,19/7/21,19/7/21, VDA1,10852,15714,,,449,4,230,188,5,2,,,979
"2,73E+19",Meta Ads,19/7/21,19/7/21, TFCO - Performance julio 2021,11012,11247,,,296,,128,60,1,,,,885
"2,73E+19",Meta Ads,19/7/21,19/7/21, Msjs,789,1299,,,17,,,,,,,,456
"2,73E+19",Meta Ads,20/7/21,20/7/21, Conversiones,8895,11134,,,315,7,87,118,2,,,,1.275
"2,73E+19",Meta Ads,20/7/21,20/7/21, VDA1,10566,14472,,,315,2,151,123,,,,,972
"2,73E+19",Meta Ads,20/7/21,20/7/21, TFCO - Performance julio 2021,9597,10071,1,,262,3,114,52,1,,,,874
"2,73E+19",Meta Ads,20/7/21,20/7/21, Msjs,820,1298,,,19,,,,,,,,460
"2,73E+19",Meta Ads,21/7/21,21/7/21, Conversiones,9332,11830,1,,336,3,69,110,10,3,,,1.389
"2,73E+19",Meta Ads,21/7/21,21/7/21, TFCO - Performance julio 2021,10832,11373,,,284,3,127,59,,,,,1.008
"2,73E+19",Meta Ads,21/7/21,21/7/21, VDA1,10372,13340,,,306,5,158,155,,,,,1.002
"2,73E+19",Meta Ads,21/7/21,21/7/21, Msjs,756,1198,,,19,,2,,,,,,446
